지역,차종,제조사,모델명,국비(만원),지방비(만원),보조금(만원),전환지원금국비(만원),전환지원금지방비(만원)
충북,일반승용,BMW,iX2 eDrive20,214,214,428,43,13
충북,일반승용,BMW,iX2 eDrive20(71GN),239,239,478,48,14
충북,일반승용,BMW,iX3 50 xDrive,275,275,550,55,17
충북,일반승용,기아,EV3 GT,248,248,496,50,15
충북,일반승용,기아,EV3 롱레인지 2WD 17인치,555,555,"1,110",100,30
충북,일반승용,기아,EV3 롱레인지 2WD 19인치,555,555,"1,110",100,30
충북,일반승용,기아,EV3 롱레인지 4WD 19인치,539,539,"1,078",100,30
충북,일반승용,기아,EV3 스탠다드 2WD,469,469,938,94,28
충북,일반승용,기아,EV4 GT,255,256,511,51,15
충북,일반승용,기아,EV4 롱레인지 2WD 17인치,555,555,"1,110",100,30
충북,일반승용,기아,EV4 롱레인지 2WD 19인치,555,555,"1,110",100,30
충북,일반승용,기아,EV4 롱레인지 4WD 19인치,554,554,"1,108",100,30
충북,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,555,"1,110",100,30
충북,일반승용,기아,EV4 스탠다드 2WD 17인치,512,512,"1,024",100,30
충북,일반승용,기아,EV4 스탠다드 2WD 19인치,481,481,962,96,29
충북,일반승용,기아,EV5 GT,232,232,464,46,14
충북,일반승용,기아,EV5 롱레인지 2WD,552,552,"1,104",100,30
충북,일반승용,기아,EV5 롱레인지 4WD 18인치,499,499,998,100,30
충북,일반승용,기아,EV5 롱레인지 4WD 19인치,493,493,986,99,30
충북,일반승용,기아,EV9 GT,245,245,490,49,15
충북,일반승용,기아,EV9 롱레인지 2WD 19인치,270,270,540,54,16
충북,일반승용,기아,EV9 롱레인지 2WD 20인치,268,268,536,54,16
충북,일반승용,기아,EV9 롱레인지 4WD 19인치,254,254,508,51,15
충북,일반승용,기아,EV9 롱레인지 4WD 21인치,260,260,520,52,16
충북,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,252,504,50,15
충북,일반승용,기아,EV9 스탠다드,237,237,474,47,14
충북,일반승용,기아,PV5 패신저 5인승 롱레인지,458,458,916,92,28
충북,일반승용,기아,Pv5 WAV(비용 미지원),648,648,"1,296",100,30
충북,일반승용,기아,Pv5 WAV(비용 지원),448,448,896,90,27
충북,일반승용,기아,(단종)The all-new Kia Niro EV,489,489,978,98,29
충북,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,570,"1,140",100,30
충북,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,559,"1,118",100,30
충북,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,561,"1,122",100,30
충북,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,532,"1,064",100,30
충북,일반승용,기아,더뉴EV6 스탠다드,501,501,"1,002",100,30
충북,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,457,914,91,27
충북,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,457,914,91,27
충북,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,457,914,91,27
충북,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,190,380,38,11
충북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,154,308,31,9
충북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,162,324,32,10
충북,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,247,494,49,15
충북,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,222,444,44,13
충북,일반승용,비와이디코리아,(단종)BYD ATTO 3,126,126,252,25,8
충북,일반승용,비와이디코리아,(단종)BYD DOLPHIN,109,109,218,22,7
충북,일반승용,비와이디코리아,(단종)BYD DOLPHIN Active,132,132,264,26,8
충북,일반승용,비와이디코리아,(단종)BYD SEAL,169,169,338,34,10
충북,일반승용,비와이디코리아,(단종)BYD SEAL Dynamic AWD,151,151,302,30,9
충북,일반승용,비와이디코리아,(단종)BYD SEALION 7,152,152,304,30,9
충북,일반승용,케이지모빌리티,토레스 EVX 18인치,354,354,708,71,21
충북,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722,72,22
충북,일반승용,케이지모빌리티,토레스 EVX 20인치,344,344,688,69,21
충북,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708,71,21
충북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,327,327,654,65,20
충북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,312,312,624,62,19
충북,일반승용,테슬라코리아,Model 3 Performance,200,200,400,40,12
충북,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,420,840,84,25
충북,일반승용,테슬라코리아,Model 3 Premium Long Range RWD(5999만원),210,210,420,42,13
충북,일반승용,테슬라코리아,Model 3 RWD,168,168,336,34,10
충북,일반승용,테슬라코리아,Model 3 RWD(2025),168,168,336,34,10
충북,일반승용,테슬라코리아,Model Y L AWD,215,210,425,43,13
충북,일반승용,테슬라코리아,Model Y Long Range(2025),210,210,420,42,13
충북,일반승용,테슬라코리아,Model Y Premium Long Range,210,210,420,42,13
충북,일반승용,테슬라코리아,Model Y Premium RWD,170,170,340,34,10
충북,일반승용,테슬라코리아,Model Y RWD(2025),170,170,340,34,10
충북,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,432,864,86,26
충북,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,206,412,41,12
충북,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,206,412,41,12
충북,일반승용,폭스바겐그룹코리아,(단종)Q6 e-tron performance,220,220,440,44,13
충북,일반승용,폭스바겐그룹코리아,iD.5 Pro,473,473,946,95,29
충북,일반승용,폴스타오토모티브코리아,Polestar 4 Coupe Dual Motor,168,168,336,34,10
충북,일반승용,폴스타오토모티브코리아,Polestar 4 Coupe Rear Motor,181,181,362,36,11
충북,일반승용,현대자동차,ELECTRIFIED G80,270,270,540,54,16
충북,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,261,522,52,16
충북,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,245,490,49,15
충북,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,285,570,57,17
충북,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272,272,544,54,16
충북,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261,261,522,52,16
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564,564,"1,128",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567,567,"1,134",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559,559,"1,118",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541,541,"1,082",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,483,966,97,29
충북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,558,"1,116",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,532,"1,064",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,510,"1,020",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,560,"1,120",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,553,"1,106",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,537,"1,074",100,30
충북,일반승용,현대자동차,스타리아 라운지 일렉트릭 7인승,229,229,458,46,14
충북,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229,229,458,46,14
충북,일반승용,현대자동차,아이오닉6 N,250,250,500,50,15
충북,일반승용,현대자동차,아이오닉9 성능형 AWD,272,272,544,54,16
충북,일반승용,현대자동차,아이오닉9 항속형 2WD,274,274,548,55,17
충북,일반승용,현대자동차,아이오닉9 항속형 AWD,271,271,542,54,16
충북,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490,490,980,98,29
충북,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487,487,974,97,29
충북,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490,490,980,98,29
충북,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490,490,980,98,29
충북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514,514,"1,028",100,30
충북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514,514,"1,028",100,30
충북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,459,918,92,28
충북,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,437,874,87,26
충북,일반승용,BMW,MINI Aceman E,400,400,800,80,24
충북,일반승용,BMW,MINI Aceman SE,400,400,800,80,24
충북,일반승용,BMW,MINI Cooper SE,396,396,792,79,24
충북,일반승용,BMW,MINI Countryman E,217,217,434,43,13
충북,일반승용,BMW,MINI Countryman SE ALL4,203,203,406,41,12
충북,일반승용,BMW,MINI JCW Aceman E,197,197,394,39,12
충북,일반승용,BMW,MINI JCW E,191,191,382,38,11
충북,일반승용,BMW,i4 M60 LCI (71HD),233,233,466,47,14
충북,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,244,488,49,15
충북,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,256,512,51,15
충북,일반승용,BMW,i5 eDrive 40,262,262,524,52,16
충북,일반승용,BMW,iX1 eDrive20,212,212,424,42,13
충북,일반승용,BMW,iX1 xDrive30,192,192,384,38,11
충북,일반승용,BMW,iX2 eDrive20,214,214,428,43,13
충북,일반승용,기아,EV3 GT,248,248,496,50,15
충북,일반승용,기아,EV3 롱레인지 2WD 17인치,555,555,"1,110",100,30
충북,일반승용,기아,EV3 롱레인지 2WD 19인치,555,555,"1,110",100,30
충북,일반승용,기아,EV3 롱레인지 4WD 19인치,539,539,"1,078",100,30
충북,일반승용,기아,EV3 스탠다드 2WD,469,469,938,94,28
충북,일반승용,기아,EV4 GT,255,255,510,51,15
충북,일반승용,기아,EV4 롱레인지 2WD 17인치,555,555,"1,110",100,30
충북,일반승용,기아,EV4 롱레인지 2WD 19인치,555,555,"1,110",100,30
충북,일반승용,기아,EV4 롱레인지 4WD 19인치,554,554,"1,108",100,30
충북,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,555,"1,110",100,30
충북,일반승용,기아,EV4 스탠다드 2WD 17인치,512,512,"1,024",100,30
충북,일반승용,기아,EV4 스탠다드 2WD 19인치,481,481,962,96,29
충북,일반승용,기아,EV5 GT,232,232,464,46,14
충북,일반승용,기아,EV5 롱레인지 2WD,552,552,"1,104",100,30
충북,일반승용,기아,EV5 롱레인지 4WD 18인치,499,499,998,100,30
충북,일반승용,기아,EV5 롱레인지 4WD 19인치,493,493,986,99,30
충북,일반승용,기아,EV9 GT,245,245,490,49,15
충북,일반승용,기아,EV9 롱레인지 2WD 19인치,270,270,540,54,16
충북,일반승용,기아,EV9 롱레인지 2WD 20인치,268,268,536,54,16
충북,일반승용,기아,EV9 롱레인지 4WD 19인치,254,254,508,51,15
충북,일반승용,기아,EV9 롱레인지 4WD 21인치,260,260,520,52,16
충북,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,252,504,50,15
충북,일반승용,기아,EV9 스탠다드,237,237,474,47,14
충북,일반승용,기아,PV5 패신저 5인승 롱레인지,458,458,916,92,28
충북,일반승용,기아,Pv5 WAV(비용 미지원),648,648,"1,296",100,30
충북,일반승용,기아,Pv5 WAV(비용 지원),448,448,896,90,27
충북,일반승용,기아,(단종)The all-new Kia Niro EV,489,489,978,98,29
충북,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,570,"1,140",100,30
충북,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,559,"1,118",100,30
충북,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,561,"1,122",100,30
충북,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,532,"1,064",100,30
충북,일반승용,기아,더뉴EV6 스탠다드,501,501,"1,002",100,30
충북,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,457,914,91,27
충북,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,457,914,91,27
충북,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,457,914,91,27
충북,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,190,380,38,11
충북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,154,308,31,9
충북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,162,324,32,10
충북,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,247,494,49,15
충북,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,222,444,44,13
충북,일반승용,비와이디코리아,(단종)BYD ATTO 3,126,126,252,25,8
충북,일반승용,비와이디코리아,(단종)BYD DOLPHIN,109,109,218,22,7
충북,일반승용,비와이디코리아,(단종)BYD DOLPHIN Active,132,132,264,26,8
충북,일반승용,비와이디코리아,(단종)BYD SEAL,169,169,338,34,10
충북,일반승용,비와이디코리아,(단종)BYD SEAL Dynamic AWD,151,151,302,30,9
충북,일반승용,비와이디코리아,(단종)BYD SEALION 7,152,152,304,30,9
충북,일반승용,케이지모빌리티,토레스 EVX 18인치,354,354,708,71,21
충북,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722,72,22
충북,일반승용,케이지모빌리티,토레스 EVX 20인치,344,344,688,69,21
충북,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708,71,21
충북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,327,327,654,65,20
충북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,312,312,624,62,19
충북,일반승용,테슬라코리아,Model 3 Performance,200,200,400,40,12
충북,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,420,840,84,25
충북,일반승용,테슬라코리아,Model 3 RWD,168,168,336,34,10
충북,일반승용,테슬라코리아,Model 3 RWD(2025),168,168,336,34,10
충북,일반승용,테슬라코리아,Model Y L AWD,215,210,425,43,13
충북,일반승용,테슬라코리아,Model Y Long Range(2025),210,210,420,42,13
충북,일반승용,테슬라코리아,Model Y Premium Long Range,210,210,420,42,13
충북,일반승용,테슬라코리아,Model Y Premium RWD,170,170,340,34,10
충북,일반승용,테슬라코리아,Model Y RWD(2025),170,170,340,34,10
충북,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,432,864,86,26
충북,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,206,412,41,12
충북,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,206,412,41,12
충북,일반승용,폭스바겐그룹코리아,(단종)Q6 e-tron performance,220,220,440,44,13
충북,일반승용,현대자동차,ELECTRIFIED G80,270,270,540,54,16
충북,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,261,522,52,16
충북,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,245,490,49,15
충북,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,285,570,57,17
충북,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272,272,544,54,16
충북,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261,261,522,52,16
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564,564,"1,128",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567,567,"1,134",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559,559,"1,118",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541,541,"1,082",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,483,966,97,29
충북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,558,"1,116",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,532,"1,064",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,510,"1,020",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,560,"1,120",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,553,"1,106",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,537,"1,074",100,30
충북,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229,229,458,46,14
충북,일반승용,현대자동차,아이오닉6 N,250,250,500,50,15
충북,일반승용,현대자동차,아이오닉9 성능형 AWD,272,272,544,54,16
충북,일반승용,현대자동차,아이오닉9 항속형 2WD,274,274,548,55,17
충북,일반승용,현대자동차,아이오닉9 항속형 AWD,271,271,542,54,16
충북,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490,490,980,98,29
충북,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487,487,974,97,29
충북,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490,490,980,98,29
충북,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490,490,980,98,29
충북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514,514,"1,028",100,30
충북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514,514,"1,028",100,30
충북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,459,918,92,28
충북,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,437,874,87,26
충북,일반승용,BMW,MINI Aceman E,400,400,800,80,24
충북,일반승용,BMW,MINI Aceman SE,400,400,800,80,24
충북,일반승용,BMW,MINI Cooper SE,396,396,792,79,24
충북,일반승용,BMW,MINI Countryman E,217,217,434,43,13
충북,일반승용,BMW,MINI Countryman SE ALL4,203,203,406,41,12
충북,일반승용,BMW,MINI JCW Aceman E,197,197,394,39,12
충북,일반승용,BMW,MINI JCW E,191,191,382,38,11
충북,일반승용,BMW,i4 M60 LCI (71HD),233,233,466,47,14
충북,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,244,488,49,15
충북,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,256,512,51,15
충북,일반승용,BMW,i5 eDrive 40,262,262,524,52,16
충북,일반승용,BMW,iX1 eDrive20,212,212,424,42,13
충북,일반승용,BMW,iX1 eDrive20(11HM),235,235,470,47,14
충북,일반승용,BMW,iX1 xDrive30,192,192,384,38,11
충북,일반승용,BMW,iX2 eDrive20,214,214,428,43,13
충북,일반승용,BMW,iX2 eDrive20(71GN),239,239,478,48,14
충북,일반승용,BMW,iX3 50 xDrive,275,275,550,55,17
충북,일반승용,기아,EV3 GT,248,248,496,50,15
충북,일반승용,기아,EV3 롱레인지 2WD 17인치,555,555,"1,110",100,30
충북,일반승용,기아,EV3 롱레인지 2WD 19인치,555,555,"1,110",100,30
충북,일반승용,기아,EV3 롱레인지 4WD 19인치,539,539,"1,078",100,30
충북,일반승용,기아,EV3 스탠다드 2WD,469,469,938,94,28
충북,일반승용,기아,EV4 GT,255,255,510,51,15
충북,일반승용,기아,EV4 롱레인지 2WD 17인치,555,555,"1,110",100,30
충북,일반승용,기아,EV4 롱레인지 2WD 19인치,555,555,"1,110",100,30
충북,일반승용,기아,EV4 롱레인지 4WD 19인치,554,554,"1,108",100,30
충북,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,555,"1,110",100,30
충북,일반승용,기아,EV4 스탠다드 2WD 17인치,512,512,"1,024",100,30
충북,일반승용,기아,EV4 스탠다드 2WD 19인치,481,481,962,96,29
충북,일반승용,기아,EV5 GT,232,232,464,46,14
충북,일반승용,기아,EV5 롱레인지 2WD,552,552,"1,104",100,30
충북,일반승용,기아,EV5 롱레인지 4WD 18인치,499,499,998,100,30
충북,일반승용,기아,EV5 롱레인지 4WD 19인치,493,493,986,99,30
충북,일반승용,기아,EV9 GT,245,245,490,49,15
충북,일반승용,기아,EV9 롱레인지 2WD 19인치,270,270,540,54,16
충북,일반승용,기아,EV9 롱레인지 2WD 20인치,268,268,536,54,16
충북,일반승용,기아,EV9 롱레인지 4WD 19인치,254,254,508,51,15
충북,일반승용,기아,EV9 롱레인지 4WD 21인치,260,260,520,52,16
충북,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,252,504,50,15
충북,일반승용,기아,EV9 스탠다드,237,237,474,47,14
충북,일반승용,기아,PV5 패신저 5인승 롱레인지,458,458,916,92,28
충북,일반승용,기아,Pv5 WAV(비용 미지원),648,648,"1,296",100,30
충북,일반승용,기아,Pv5 WAV(비용 지원),448,448,896,90,27
충북,일반승용,기아,(단종)The all-new Kia Niro EV,489,489,978,98,29
충북,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,570,"1,140",100,30
충북,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,559,"1,118",100,30
충북,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,561,"1,122",100,30
충북,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,532,"1,064",100,30
충북,일반승용,기아,더뉴EV6 스탠다드,501,501,"1,002",100,30
충북,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,457,914,91,27
충북,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,457,914,91,27
충북,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,457,914,91,27
충북,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,190,380,38,11
충북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,154,308,31,9
충북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,162,324,32,10
충북,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,247,494,49,15
충북,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,222,444,44,13
충북,일반승용,비와이디코리아,(단종)BYD ATTO 3,126,126,252,25,8
충북,일반승용,비와이디코리아,(단종)BYD DOLPHIN,109,109,218,22,7
충북,일반승용,비와이디코리아,(단종)BYD DOLPHIN Active,132,132,264,26,8
충북,일반승용,비와이디코리아,(단종)BYD SEAL,169,169,338,34,10
충북,일반승용,비와이디코리아,(단종)BYD SEAL Dynamic AWD,151,151,302,30,9
충북,일반승용,비와이디코리아,(단종)BYD SEALION 7,152,152,304,30,9
충북,일반승용,케이지모빌리티,토레스 EVX 18인치,354,354,708,71,21
충북,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722,72,22
충북,일반승용,케이지모빌리티,토레스 EVX 20인치,344,344,688,69,21
충북,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708,71,21
충북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,327,327,654,65,20
충북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,312,312,624,62,19
충북,일반승용,테슬라코리아,Model 3 Performance,200,200,400,40,12
충북,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,420,840,84,25
충북,일반승용,테슬라코리아,Model 3 Premium Long Range RWD(5999만원),210,210,420,42,13
충북,일반승용,테슬라코리아,Model 3 RWD,168,168,336,34,10
충북,일반승용,테슬라코리아,Model 3 RWD(2025),168,168,336,34,10
충북,일반승용,테슬라코리아,Model Y L AWD,215,215,430,43,13
충북,일반승용,테슬라코리아,Model Y Long Range(2025),210,210,420,42,13
충북,일반승용,테슬라코리아,Model Y Premium Long Range,210,210,420,42,13
충북,일반승용,테슬라코리아,Model Y Premium RWD,170,170,340,34,10
충북,일반승용,테슬라코리아,Model Y RWD(2025),170,170,340,34,10
충북,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,432,864,86,26
충북,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,206,412,41,12
충북,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,206,412,41,12
충북,일반승용,폭스바겐그룹코리아,(단종)Q6 e-tron performance,220,220,440,44,13
충북,일반승용,폭스바겐그룹코리아,iD.5 Pro,473,473,946,95,29
충북,일반승용,폴스타오토모티브코리아,Polestar 4 Coupe Dual Motor,168,168,336,34,10
충북,일반승용,폴스타오토모티브코리아,Polestar 4 Coupe Rear Motor,181,181,362,36,11
충북,일반승용,현대자동차,ELECTRIFIED G80,270,270,540,54,16
충북,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,261,522,52,16
충북,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,245,490,49,15
충북,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,285,570,57,17
충북,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272,272,544,54,16
충북,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261,261,522,52,16
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564,564,"1,128",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567,567,"1,134",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559,559,"1,118",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541,541,"1,082",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,483,966,97,29
충북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,558,"1,116",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,532,"1,064",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,510,"1,020",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,560,"1,120",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,570,"1,140",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,553,"1,106",100,30
충북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,537,"1,074",100,30
충북,일반승용,현대자동차,스타리아 라운지 일렉트릭 7인승,229,229,458,46,14
