지역,차종,제조사,모델명,국비(만원),지방비(만원),보조금(만원),전환지원금국비(만원),전환지원금지방비(만원)
경기,일반승용,기아,(단종)The all-new Kia Niro EV,489,342,831,98,29
경기,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,399,969,100,30
경기,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,391,950,100,30
경기,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,392,953,100,30
경기,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,372,904,100,30
경기,일반승용,기아,더뉴EV6 스탠다드,501,350,851,100,30
경기,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,319,776,91,27
경기,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,319,776,91,27
경기,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,319,776,91,27
경기,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,133,323,38,11
경기,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,107,261,31,9
경기,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,113,275,32,10
경기,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,172,419,49,15
경기,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,155,377,44,13
경기,일반승용,비와이디코리아,(단종)BYD ATTO 3,126,88,214,25,8
경기,일반승용,비와이디코리아,(단종)BYD DOLPHIN,109,76,185,22,7
경기,일반승용,비와이디코리아,(단종)BYD DOLPHIN Active,132,92,224,26,8
경기,일반승용,비와이디코리아,(단종)BYD SEAL,169,118,287,34,10
경기,일반승용,비와이디코리아,(단종)BYD SEAL Dynamic AWD,151,105,256,30,9
경기,일반승용,비와이디코리아,(단종)BYD SEALION 7,152,106,258,30,9
경기,일반승용,케이지모빌리티,토레스 EVX 18인치,354,247,601,71,21
경기,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,252,613,72,22
경기,일반승용,케이지모빌리티,토레스 EVX 20인치,344,240,584,69,21
경기,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,247,601,71,21
경기,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,327,228,555,65,20
경기,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,312,218,530,62,19
경기,일반승용,테슬라코리아,Model 3 Performance,200,140,340,40,12
경기,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,294,714,84,25
경기,일반승용,테슬라코리아,Model 3 Premium Long Range RWD(5999만원),210,147,357,42,13
경기,일반승용,테슬라코리아,Model 3 RWD,168,117,285,34,10
경기,일반승용,테슬라코리아,Model 3 RWD(2025),168,117,285,34,10
경기,일반승용,테슬라코리아,Model Y L AWD,215,150,365,43,13
경기,일반승용,테슬라코리아,Model Y Long Range(2025),210,147,357,42,13
경기,일반승용,테슬라코리아,Model Y Premium Long Range,210,147,357,42,13
경기,일반승용,테슬라코리아,Model Y Premium RWD,170,119,289,34,10
경기,일반승용,테슬라코리아,Model Y RWD(2025),170,119,289,34,10
경기,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,302,734,86,26
경기,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,144,350,41,12
경기,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,144,350,41,12
경기,일반승용,폭스바겐그룹코리아,(단종)Q6 e-tron performance,220,154,374,44,13
경기,일반승용,폭스바겐그룹코리아,iD.5 Pro,473,331,804,95,29
경기,일반승용,현대자동차,ELECTRIFIED G80,270,189,459,54,16
경기,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,182,443,52,16
경기,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,171,416,49,15
경기,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,199,484,57,17
경기,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272,190,462,54,16
경기,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261,182,443,52,16
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564,394,958,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567,396,963,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559,391,950,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541,378,919,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,338,821,97,29
경기,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,390,948,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,372,904,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,357,867,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,399,969,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,399,969,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,399,969,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,392,952,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,399,969,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,387,940,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,375,912,100,30
경기,일반승용,현대자동차,스타리아 라운지 일렉트릭 7인승,229,160,389,46,14
경기,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229,160,389,46,14
경기,일반승용,현대자동차,아이오닉6 N,250,175,425,50,15
경기,일반승용,현대자동차,아이오닉9 성능형 AWD,272,190,462,54,16
경기,일반승용,현대자동차,아이오닉9 항속형 2WD,274,191,465,55,17
경기,일반승용,현대자동차,아이오닉9 항속형 AWD,271,189,460,54,16
경기,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490,343,833,98,29
경기,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487,340,827,97,29
경기,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490,343,833,98,29
경기,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490,343,833,98,29
경기,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514,359,873,100,30
경기,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514,359,873,100,30
경기,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,321,780,92,28
경기,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,305,742,87,26
경기,일반승용,BMW,MINI Aceman E,400,200,600,80,24
경기,일반승용,BMW,MINI Aceman SE,400,200,600,80,24
경기,일반승용,BMW,MINI Cooper SE,396,198,594,79,24
경기,일반승용,BMW,MINI Countryman E,217,108,325,43,13
경기,일반승용,BMW,MINI Countryman SE ALL4,203,101,304,41,12
경기,일반승용,BMW,MINI JCW Aceman E,197,98,295,39,12
경기,일반승용,BMW,MINI JCW E,191,95,286,38,11
경기,일반승용,BMW,i4 M60 LCI (71HD),233,116,349,47,14
경기,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,122,366,49,15
경기,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,128,384,51,15
경기,일반승용,BMW,i5 eDrive 40,262,131,393,52,16
경기,일반승용,BMW,iX1 eDrive20,212,106,318,42,13
경기,일반승용,BMW,iX1 eDrive20(11HM),235,117,352,47,14
경기,일반승용,BMW,iX1 xDrive30,192,96,288,38,11
경기,일반승용,BMW,iX2 eDrive20,214,107,321,43,13
경기,일반승용,BMW,iX2 eDrive20(71GN),239,119,358,48,14
경기,일반승용,BMW,iX3 50 xDrive,275,137,412,55,17
경기,일반승용,기아,EV3 GT,248,124,372,50,15
경기,일반승용,기아,EV3 롱레인지 2WD 17인치,555,277,832,100,30
경기,일반승용,기아,EV3 롱레인지 2WD 19인치,555,277,832,100,30
경기,일반승용,기아,EV3 롱레인지 4WD 19인치,539,269,808,100,30
경기,일반승용,기아,EV3 스탠다드 2WD,469,234,703,94,28
경기,일반승용,기아,EV4 GT,255,127,382,51,15
경기,일반승용,기아,EV4 롱레인지 2WD 17인치,555,277,832,100,30
경기,일반승용,기아,EV4 롱레인지 2WD 19인치,555,277,832,100,30
경기,일반승용,기아,EV4 롱레인지 4WD 19인치,554,277,831,100,30
경기,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,277,832,100,30
경기,일반승용,기아,EV4 스탠다드 2WD 17인치,512,256,768,100,30
경기,일반승용,기아,EV4 스탠다드 2WD 19인치,481,240,721,96,29
경기,일반승용,기아,EV5 GT,232,116,348,46,14
경기,일반승용,기아,EV5 롱레인지 2WD,552,276,828,100,30
경기,일반승용,기아,EV5 롱레인지 4WD 18인치,499,249,748,100,30
경기,일반승용,기아,EV5 롱레인지 4WD 19인치,493,246,739,99,30
경기,일반승용,기아,EV9 GT,245,122,367,49,15
경기,일반승용,기아,EV9 롱레인지 2WD 19인치,270,135,405,54,16
경기,일반승용,기아,EV9 롱레인지 2WD 20인치,268,134,402,54,16
경기,일반승용,기아,EV9 롱레인지 4WD 19인치,254,127,381,51,15
경기,일반승용,기아,EV9 롱레인지 4WD 21인치,260,130,390,52,16
경기,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,126,378,50,15
경기,일반승용,기아,EV9 스탠다드,237,118,355,47,14
경기,일반승용,기아,PV5 패신저 5인승 롱레인지,458,229,687,92,28
경기,일반승용,기아,Pv5 WAV(비용 미지원),648,324,972,100,30
경기,일반승용,기아,Pv5 WAV(비용 지원),448,224,672,90,27
경기,일반승용,기아,(단종)The all-new Kia Niro EV,489,244,733,98,29
경기,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,285,855,100,30
경기,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,279,838,100,30
경기,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,280,841,100,30
경기,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,266,798,100,30
경기,일반승용,기아,더뉴EV6 스탠다드,501,250,751,100,30
경기,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,228,685,91,27
경기,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,228,685,91,27
경기,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,228,685,91,27
경기,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,95,285,38,11
경기,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,77,231,31,9
경기,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,81,243,32,10
경기,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,123,370,49,15
경기,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,111,333,44,13
경기,일반승용,비와이디코리아,(단종)BYD ATTO 3,126,63,189,25,8
경기,일반승용,비와이디코리아,(단종)BYD DOLPHIN,109,54,163,22,7
경기,일반승용,비와이디코리아,(단종)BYD DOLPHIN Active,132,66,198,26,8
경기,일반승용,비와이디코리아,(단종)BYD SEAL,169,84,253,34,10
경기,일반승용,비와이디코리아,(단종)BYD SEAL Dynamic AWD,151,75,226,30,9
경기,일반승용,비와이디코리아,(단종)BYD SEALION 7,152,76,228,30,9
경기,일반승용,케이지모빌리티,토레스 EVX 18인치,354,177,531,71,21
경기,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,180,541,72,22
경기,일반승용,케이지모빌리티,토레스 EVX 20인치,344,172,516,69,21
경기,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,177,531,71,21
경기,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,327,163,490,65,20
경기,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,312,156,468,62,19
경기,일반승용,테슬라코리아,Model 3 Performance,200,100,300,40,12
경기,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,210,630,84,25
경기,일반승용,테슬라코리아,Model 3 Premium Long Range RWD(5999만원),210,105,315,42,13
경기,일반승용,테슬라코리아,Model 3 RWD,168,84,252,34,10
경기,일반승용,테슬라코리아,Model 3 RWD(2025),168,84,252,34,10
경기,일반승용,테슬라코리아,Model Y L AWD,215,107,322,43,13
경기,일반승용,테슬라코리아,Model Y Long Range(2025),210,105,315,42,13
경기,일반승용,테슬라코리아,Model Y Premium Long Range,210,105,315,42,13
경기,일반승용,테슬라코리아,Model Y Premium RWD,170,85,255,34,10
경기,일반승용,테슬라코리아,Model Y RWD(2025),170,85,255,34,10
경기,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,216,648,86,26
경기,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,103,309,41,12
경기,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,103,309,41,12
경기,일반승용,폭스바겐그룹코리아,(단종)Q6 e-tron performance,220,110,330,44,13
경기,일반승용,폭스바겐그룹코리아,iD.5 Pro,473,236,709,95,29
경기,일반승용,폴스타오토모티브코리아,Polestar 4 Coupe Dual Motor,168,84,252,34,10
경기,일반승용,폴스타오토모티브코리아,Polestar 4 Coupe Rear Motor,181,90,271,36,11
경기,일반승용,현대자동차,ELECTRIFIED G80,270,135,405,54,16
경기,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,130,391,52,16
경기,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,122,367,49,15
경기,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,142,427,57,17
경기,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272,136,408,54,16
경기,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261,130,391,52,16
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564,282,846,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567,283,850,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559,279,838,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541,270,811,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,241,724,97,29
경기,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,279,837,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,266,798,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,255,765,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,285,855,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,285,855,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,285,855,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,280,840,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,285,855,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,276,829,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,268,805,100,30
경기,일반승용,현대자동차,스타리아 라운지 일렉트릭 7인승,229,114,343,46,14
경기,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229,114,343,46,14
경기,일반승용,현대자동차,아이오닉6 N,250,125,375,50,15
경기,일반승용,현대자동차,아이오닉9 성능형 AWD,272,136,408,54,16
경기,일반승용,현대자동차,아이오닉9 항속형 2WD,274,137,411,55,17
경기,일반승용,현대자동차,아이오닉9 항속형 AWD,271,135,406,54,16
경기,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490,245,735,98,29
경기,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487,243,730,97,29
경기,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490,245,735,98,29
경기,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490,245,735,98,29
경기,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514,257,771,100,30
경기,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514,257,771,100,30
경기,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,229,688,92,28
경기,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,218,655,87,26
경기,일반승용,BMW,MINI Aceman E,400,224,624,80,24
경기,일반승용,BMW,MINI Aceman SE,400,224,624,80,24
경기,일반승용,BMW,MINI Cooper SE,396,221,617,79,24
경기,일반승용,BMW,MINI Countryman E,217,121,338,43,13
경기,일반승용,BMW,MINI Countryman SE ALL4,203,113,316,41,12
경기,일반승용,BMW,MINI JCW Aceman E,197,110,307,39,12
경기,일반승용,BMW,MINI JCW E,191,106,297,38,11
경기,일반승용,BMW,i4 M60 LCI (71HD),233,130,363,47,14
경기,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,136,380,49,15
경기,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,143,399,51,15
경기,일반승용,BMW,i5 eDrive 40,262,146,408,52,16
경기,일반승용,BMW,iX1 eDrive20,212,118,330,42,13
경기,일반승용,BMW,iX1 eDrive20(11HM),235,131,366,47,14
경기,일반승용,BMW,iX1 xDrive30,192,107,299,38,11
경기,일반승용,BMW,iX2 eDrive20,214,119,333,43,13
경기,일반승용,BMW,iX2 eDrive20(71GN),239,133,372,48,14
경기,일반승용,BMW,iX3 50 xDrive,275,154,429,55,17
경기,일반승용,기아,EV3 GT,248,138,386,50,15
경기,일반승용,기아,EV3 롱레인지 2WD 17인치,555,310,865,100,30
경기,일반승용,기아,EV3 롱레인지 2WD 19인치,555,310,865,100,30
경기,일반승용,기아,EV3 롱레인지 4WD 19인치,539,301,840,100,30
경기,일반승용,기아,EV3 스탠다드 2WD,469,262,731,94,28
경기,일반승용,기아,EV4 GT,255,142,397,51,15
경기,일반승용,기아,EV4 롱레인지 2WD 17인치,555,310,865,100,30
경기,일반승용,기아,EV4 롱레인지 2WD 19인치,555,310,865,100,30
경기,일반승용,기아,EV4 롱레인지 4WD 19인치,554,310,864,100,30
경기,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,310,865,100,30
경기,일반승용,기아,EV4 스탠다드 2WD 17인치,512,286,798,100,30
경기,일반승용,기아,EV4 스탠다드 2WD 19인치,481,269,750,96,29
경기,일반승용,기아,EV5 GT,232,129,361,46,14
경기,일반승용,기아,EV5 롱레인지 2WD,552,309,861,100,30
경기,일반승용,기아,EV5 롱레인지 4WD 18인치,499,279,778,100,30
경기,일반승용,기아,EV5 롱레인지 4WD 19인치,493,276,769,99,30
경기,일반승용,기아,EV9 GT,245,137,382,49,15
경기,일반승용,기아,EV9 롱레인지 2WD 19인치,270,151,421,54,16
경기,일반승용,기아,EV9 롱레인지 2WD 20인치,268,150,418,54,16
경기,일반승용,기아,EV9 롱레인지 4WD 19인치,254,142,396,51,15
경기,일반승용,기아,EV9 롱레인지 4WD 21인치,260,145,405,52,16
경기,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,141,393,50,15
경기,일반승용,기아,EV9 스탠다드,237,132,369,47,14
경기,일반승용,기아,PV5 패신저 5인승 롱레인지,458,256,714,92,28
경기,일반승용,기아,Pv5 WAV(비용 미지원),648,362,"1,010",100,30
경기,일반승용,기아,Pv5 WAV(비용 지원),448,250,698,90,27
경기,일반승용,기아,(단종)The all-new Kia Niro EV,489,273,762,98,29
경기,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,319,889,100,30
경기,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,313,872,100,30
경기,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,314,875,100,30
경기,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,297,829,100,30
경기,일반승용,기아,더뉴EV6 스탠다드,501,280,781,100,30
경기,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,255,712,91,27
경기,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,255,712,91,27
경기,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,255,712,91,27
경기,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,106,296,38,11
경기,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,86,240,31,9
경기,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,90,252,32,10
경기,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,138,385,49,15
경기,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,124,346,44,13
경기,일반승용,비와이디코리아,(단종)BYD ATTO 3,126,70,196,25,8
경기,일반승용,비와이디코리아,(단종)BYD DOLPHIN,109,61,170,22,7
경기,일반승용,비와이디코리아,(단종)BYD DOLPHIN Active,132,73,205,26,8
경기,일반승용,비와이디코리아,(단종)BYD SEAL,169,94,263,34,10
경기,일반승용,비와이디코리아,(단종)BYD SEAL Dynamic AWD,151,84,235,30,9
경기,일반승용,비와이디코리아,(단종)BYD SEALION 7,152,85,237,30,9
경기,일반승용,케이지모빌리티,토레스 EVX 18인치,354,198,552,71,21
경기,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,202,563,72,22
경기,일반승용,케이지모빌리티,토레스 EVX 20인치,344,192,536,69,21
경기,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,198,552,71,21
경기,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,327,183,510,65,20
경기,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,312,174,486,62,19
경기,일반승용,테슬라코리아,Model 3 Performance,200,112,312,40,12
경기,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,235,655,84,25
경기,일반승용,테슬라코리아,Model 3 Premium Long Range RWD(5999만원),210,117,327,42,13
경기,일반승용,테슬라코리아,Model 3 RWD,168,94,262,34,10
경기,일반승용,테슬라코리아,Model 3 RWD(2025),168,94,262,34,10
경기,일반승용,테슬라코리아,Model Y L AWD,215,120,335,43,13
경기,일반승용,테슬라코리아,Model Y Long Range(2025),210,117,327,42,13
경기,일반승용,테슬라코리아,Model Y Premium Long Range,210,117,327,42,13
경기,일반승용,테슬라코리아,Model Y Premium RWD,170,95,265,34,10
경기,일반승용,테슬라코리아,Model Y RWD(2025),170,95,265,34,10
경기,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,241,673,86,26
경기,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,115,321,41,12
경기,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,115,321,41,12
경기,일반승용,폭스바겐그룹코리아,(단종)Q6 e-tron performance,220,123,343,44,13
경기,일반승용,폭스바겐그룹코리아,iD.5 Pro,473,264,737,95,29
경기,일반승용,폴스타오토모티브코리아,Polestar 4 Coupe Dual Motor,168,94,262,34,10
경기,일반승용,폴스타오토모티브코리아,Polestar 4 Coupe Rear Motor,181,101,282,36,11
경기,일반승용,현대자동차,ELECTRIFIED G80,270,151,421,54,16
경기,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,146,407,52,16
경기,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,137,382,49,15
경기,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,159,444,57,17
경기,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272,152,424,54,16
경기,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261,146,407,52,16
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564,315,879,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567,317,884,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559,313,872,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541,302,843,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,270,753,97,29
경기,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,312,870,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,297,829,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,285,795,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,319,889,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,319,889,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,319,889,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,313,873,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,319,889,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,309,862,100,30
경기,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,300,837,100,30
경기,일반승용,현대자동차,스타리아 라운지 일렉트릭 7인승,229,128,357,46,14
경기,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229,128,357,46,14
경기,일반승용,현대자동차,아이오닉6 N,250,140,390,50,15
경기,일반승용,현대자동차,아이오닉9 성능형 AWD,272,152,424,54,16
경기,일반승용,현대자동차,아이오닉9 항속형 2WD,274,153,427,55,17
경기,일반승용,현대자동차,아이오닉9 항속형 AWD,271,151,422,54,16
경기,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490,274,764,98,29
경기,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487,272,759,97,29
경기,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490,274,764,98,29
경기,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490,274,764,98,29
경기,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514,287,801,100,30
경기,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514,287,801,100,30
경기,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,257,716,92,28
경기,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,244,681,87,26
경기,일반승용,BMW,MINI Aceman E,400,160,560,80,24
경기,일반승용,BMW,MINI Aceman SE,400,160,560,80,24
경기,일반승용,BMW,MINI Cooper SE,396,158,554,79,24
경기,일반승용,BMW,MINI Countryman E,217,86,303,43,13
경기,일반승용,BMW,MINI Countryman SE ALL4,203,81,284,41,12
경기,일반승용,BMW,MINI JCW Aceman E,197,78,275,39,12
경기,일반승용,BMW,MINI JCW E,191,76,267,38,11
경기,일반승용,BMW,i4 M60 LCI (71HD),233,93,326,47,14
경기,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,97,341,49,15
경기,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,102,358,51,15
경기,일반승용,BMW,i5 eDrive 40,262,104,366,52,16
경기,일반승용,BMW,iX1 eDrive20,212,84,296,42,13
경기,일반승용,BMW,iX1 eDrive20(11HM),235,94,329,47,14
경기,일반승용,BMW,iX1 xDrive30,192,76,268,38,11
경기,일반승용,BMW,iX2 eDrive20,214,85,299,43,13
